,acceleration,age,agility,archetype,archetype_id,awareness,ball_carrier_vision,block_shedding,break_sack,break_tackle,can_auction,can_trade,carrying,catch_in_traffic,catching,confidence,deep_route_running,deep_throw_accuracy,elusiveness,external_id,external_player_id,finesse_moves,first_name,game_id,has_power_up,has_upgrades,height,hit_power,id,image,impact_blocking,import_date,importance,injury,is_collectible,is_free_agent,is_locked,is_unlimited_use,is_upgradeable,jersey_number,juke_move,jumping,kick_accuracy,kick_power,kick_return,last_name,last_updated,lead_block,legacy_score,limited_edition_count,man_coverage,medium_route_running,medium_throw_accuracy,morale,name,overall,pass_block,pass_block_finesse,pass_block_footwork,pass_block_power,pass_block_strength,play_action,play_recognition,player,position,position_id,position_ovr_json,power_moves,press,program,program_id,pursuit,quicksell_amount,quicksell_currency,release,release_date,run_block,run_block_finesse,run_block_footwork,run_block_power,run_block_strength,running_style,salary_cap_cost,short_route_running,short_throw_accuracy,spectacular_catch,speed,spin_move,stamina,stats,status,stiff_arm,strength,super_bowl_wins,tackle,team,team_id,throw_accuracy,throw_power,throw_under_pressure,throwing_on_the_run,tier,toughness,trait_aggressive_catches,trait_big_hitter,trait_clutch,trait_covers_the_ball,trait_drops_open_passes,trait_fights_for_extra_yards,trait_forces_passes,trait_high_motor,trait_lb_style,trait_makes_sideline_catches,trait_penalty,trait_plays_ball_in_the_air,trait_possession_catches,trait_qb_style,trait_rac_catches,trait_sense_pressure,trait_strips_ball,trait_throw_ball_away,trait_throws_tight_spiral,trait_utilizes_bull_rush_moves,trait_utilizes_spin_moves,trait_utilizes_swim_moves,trucking,upgrades_json,url,weight,zone_coverage
264,88,34,89,10,10,79,92,29,12,79,True,True,72,78,83,,87,10,87,50721,27907,10,Ted,8,False,False,71,15,8935,https://cdn.muthead.com/media/20/assets/vets-00050721.png,34,2019-10-04T14:36:38.368625Z,,85,True,False,False,True,True,19,90,83,10,10,83,Ginn Jr,,14,,0,10,84,10,,Ted Ginn Jr,87,19,14,,14,,10,16,,"{'id': 4, 'abbreviation': 'WR', 'external_id': 3, 'base_position': 4, 'name': 'Wide Receiver'}",4,"{""4"": 87}",10,20,"{'id': 100, 'external_image_name': '86,1000034', 'external_id': 34, 'game': 8, 'description': 'Veterans', 'hex_color': '#052C11', 'name': 'Veterans', 'image': 'https://cdn.muthead.com/media/20/assets/pgrm-00000034.png'}",100,34,1860,6,74,2019-10-04T14:36:38.368634Z,48,25,,30,,3,35,81,10,83,88,85,91,"[{'value': '5\' 11""', 'label': 'HT'}, {'value': 88, 'label': 'SPD'}, {'value': 83, 'label': 'JMP'}, {'value': 83, 'label': 'CTH'}, {'value': 78, 'label': 'CIT'}, {'value': 83, 'label': 'SPC'}, {'value': 81, 'label': 'SRR'}, {'value': 84, 'label': 'MRR'}, {'value': 87, 'label': 'DRR'}]",1,28,41,,25,"{'id': 27, 'external_id': 27, 'short_name': 'Saints', 'hex_color': '#d2b887', 'abbreviation': 'NO', 'name': 'New Orleans Saints'}",27,10,32,14,10,4,50,False,,False,5.0,True,False,,False,,True,2.0,,True,,True,,,,,,,,36,,/20/players/50721/,180,10
265,80,44,72,7,7,90,10,10,13,41,True,True,27,20,29,,5,5,41,50145,1045,10,Tony,8,True,False,79,12,10566,https://cdn.muthead.com/media/20/assets/diam-00050145.png,94,2020-02-07T15:36:50.504272Z,,91,True,False,False,True,True,71,10,68,19,29,0,Boselli,,92,,0,30,5,5,,Tony Boselli,95,94,92,,94,,10,40,,"{'id': 6, 'abbreviation': 'LT', 'external_id': 5, 'base_position': 6, 'name': 'Left Tackle'}",6,"{""5"": 90, ""6"": 95, ""7"": 91, ""8"": 89, ""9"": 91, ""10"": 93}",10,0,"{'id': 102, 'external_image_name': '86,1001001', 'external_id': 1001, 'game': 8, 'description': 'Theme Diamonds', 'hex_color': '#AFBCC7', 'name': 'Theme Diamonds', 'image': 'https://cdn.muthead.com/media/20/assets/pgrm-90001001.png'}",102,10,25200,6,12,2020-02-07T15:36:50.504282Z,92,91,,94,,5,34,5,10,29,73,10,94,"[{'value': '6\' 7""', 'label': 'HT'}, {'value': 94, 'label': 'STR'}, {'value': 90, 'label': 'AWR'}, {'value': 94, 'label': 'PBK'}, {'value': 94, 'label': 'PBP'}, {'value': 92, 'label': 'PBF'}, {'value': 92, 'label': 'RBK'}, {'value': 94, 'label': 'RBP'}, {'value': 91, 'label': 'RBF'}]",1,10,94,,26,"{'id': 17, 'external_id': 17, 'short_name': 'Jaguars', 'hex_color': '#006778', 'abbreviation': 'JAX', 'name': 'Jacksonville Jaguars'}",17,27,25,10,10,4,95,,,,,,,,True,,,1.0,,,,,,,,,,,,35,,/20/players/50145/,322,30
266,87,38,86,22,22,93,65,87,30,46,True,True,65,60,76,,25,5,46,54038,1895,66,Brian,8,True,False,76,89,10643,https://cdn.muthead.com/media/20/assets/ultl-00054038.png,86,2020-02-08T15:36:55.969882Z,,89,True,False,False,True,True,54,70,87,18,17,18,Urlacher,,45,,0,71,0,10,,Brian Urlacher,94,45,45,,45,,5,93,,"{'id': 15, 'abbreviation': 'MLB', 'external_id': 14, 'base_position': 12, 'name': 'Middle Linebacker'}",15,"{""14"": 95, ""15"": 94, ""16"": 95}",72,64,"{'id': 129, 'external_image_name': '|pgrm-00001023', 'external_id': 1023, 'game': 8, 'description': 'Ultimate Legends', 'hex_color': '#252525', 'name': 'Ultimate Legends', 'image': 'https://cdn.muthead.com/media/20/assets/pgrm-00001023.png'}",129,92,18200,6,35,2020-02-08T15:36:55.969892Z,45,45,,45,,11,44,25,15,63,87,55,94,"[{'value': '6\' 4""', 'label': 'HT'}, {'value': 87, 'label': 'SPD'}, {'value': 87, 'label': 'ACC'}, {'value': 84, 'label': 'STR'}, {'value': 94, 'label': 'TAK'}, {'value': 93, 'label': 'PRC'}, {'value': 87, 'label': 'BKS'}, {'value': 89, 'label': 'POW'}, {'value': 88, 'label': 'ZCV'}]",1,78,84,,94,"{'id': 1, 'external_id': 1, 'short_name': 'Bears', 'hex_color': '#fb4f14', 'abbreviation': 'CHI', 'name': 'Chicago Bears'}",1,17,31,23,5,4,97,,True,True,,,,,True,1.0,,1.0,2.0,,,,,True,,,True,False,False,40,,/20/players/54038/,258,88
267,92,33,86,1,1,93,66,57,10,30,True,True,50,56,72,,13,10,40,99951034,28491,36,Brandon,8,True,False,72,52,10540,https://cdn.muthead.com/media/20/assets/sigs-00051034.png,54,2020-02-07T15:36:50.498361Z,,99,True,False,False,True,True,39,69,88,15,15,68,Carr,,10,,0,90,20,10,,Brandon Carr,93,25,25,,25,,10,93,,"{'id': 17, 'abbreviation': 'CB', 'external_id': 16, 'base_position': 13, 'name': 'Corner Back'}",17,"{""17"": 93, ""18"": 86, ""19"": 86}",25,97,"{'id': 108, 'external_image_name': '86,1000109', 'external_id': 109, 'game': 8, 'description': 'Series Redux', 'hex_color': '#FE9FB4', 'name': 'Series Redux', 'image': 'https://cdn.muthead.com/media/20/assets/pgrm-00000109.png'}",108,81,13100,6,30,2020-02-07T15:36:50.498371Z,25,25,,25,,3,44,30,10,65,88,64,95,"[{'value': '6\' 0""', 'label': 'HT'}, {'value': 88, 'label': 'SPD'}, {'value': 92, 'label': 'ACC'}, {'value': 86, 'label': 'AGI'}, {'value': 88, 'label': 'JMP'}, {'value': 93, 'label': 'PRC'}, {'value': 90, 'label': 'MCV'}, {'value': 87, 'label': 'ZCV'}, {'value': 97, 'label': 'PRS'}]",1,25,57,,73,"{'id': 25, 'external_id': 25, 'short_name': 'Ravens', 'hex_color': '#3e0580', 'abbreviation': 'BAL', 'name': 'Baltimore Ravens'}",25,10,26,10,10,4,72,,False,False,,,,,True,1.0,,,2.0,,,,,False,,,False,False,False,25,,/20/players/99951034/,210,87
268,87,21,89,2,2,83,63,58,10,50,True,True,55,62,73,,12,10,63,51548,20602,35,Julian,8,False,False,71,60,10339,https://cdn.muthead.com/media/20/assets/foot-00051548.png,51,2020-01-12T15:36:46.601236Z,,89,True,False,False,True,True,24,67,85,10,10,73,Love,,10,,0,84,20,10,,Julian Love,88,25,25,,25,,10,83,,"{'id': 19, 'abbreviation': 'SS', 'external_id': 18, 'base_position': 14, 'name': 'Strong Safety'}",19,"{""17"": 83, ""18"": 84, ""19"": 88}",31,79,"{'id': 111, 'external_image_name': '86,1001008', 'external_id': 1008, 'game': 8, 'description': 'Football Outsiders', 'hex_color': '#328340', 'name': 'Football Outsiders', 'image': 'https://cdn.muthead.com/media/20/assets/pgrm-00001008.png'}",111,81,2570,6,27,2020-01-12T15:36:46.601273Z,25,25,,25,,1,31,28,10,68,88,58,90,"[{'value': '5\' 11""', 'label': 'HT'}, {'value': 88, 'label': 'SPD'}, {'value': 87, 'label': 'ACC'}, {'value': 77, 'label': 'TAK'}, {'value': 83, 'label': 'PRC'}, {'value': 81, 'label': 'PUR'}, {'value': 84, 'label': 'MCV'}, {'value': 81, 'label': 'ZCV'}, {'value': 60, 'label': 'POW'}]",1,22,59,,77,"{'id': 16, 'external_id': 16, 'short_name': 'Giants', 'hex_color': '#203d8c', 'abbreviation': 'NYG', 'name': 'New York Giants'}",16,25,20,10,10,4,84,,False,False,,,,,True,1.0,,1.0,2.0,,,,,False,,,False,False,False,22,,/20/players/51548/,195,81
269,85,31,85,5,5,95,90,35,12,73,True,True,79,94,90,,87,18,67,52323,9757,10,Demaryius,8,True,False,75,10,10400,https://cdn.muthead.com/media/20/assets/lgnd-00052323.png,64,2020-01-18T15:36:49.958568Z,,85,True,False,False,True,True,88,87,87,12,10,60,Thomas,,44,,0,10,88,25,,Demaryius Thomas,93,44,19,,29,,18,10,,"{'id': 4, 'abbreviation': 'WR', 'external_id': 3, 'base_position': 4, 'name': 'Wide Receiver'}",4,"{""4"": 93}",10,10,"{'id': 92, 'external_image_name': '86,1000009', 'external_id': 9, 'game': 8, 'description': 'Legends', 'hex_color': '#0054AB', 'name': 'Legends', 'image': 'https://cdn.muthead.com/media/20/assets/swap-81-3000000.png'}",92,37,13100,6,93,2020-01-18T15:36:49.958578Z,57,36,,39,,13,57,91,34,95,86,81,87,"[{'value': '6\' 3""', 'label': 'HT'}, {'value': 86, 'label': 'SPD'}, {'value': 87, 'label': 'JMP'}, {'value': 90, 'label': 'CTH'}, {'value': 94, 'label': 'CIT'}, {'value': 95, 'label': 'SPC'}, {'value': 91, 'label': 'SRR'}, {'value': 88, 'label': 'MRR'}, {'value': 87, 'label': 'DRR'}]",1,88,72,,12,"{'id': 4, 'external_id': 4, 'short_name': 'Broncos', 'hex_color': '#fb4f14', 'abbreviation': 'DEN', 'name': 'Denver Broncos'}",4,34,54,16,29,4,93,True,,False,5.0,True,False,,False,,True,1.0,,True,,True,,,,,,,,76,,/20/players/52323/,229,12
270,93,33,95,1,1,90,83,47,23,86,True,True,75,72,82,,43,6,78,50150,27200,42,Antonio,8,True,False,74,55,10561,https://cdn.muthead.com/media/20/assets/diam-00050150.png,42,2020-02-07T15:36:50.503140Z,,91,True,False,False,True,True,31,81,95,15,10,88,Cromartie,,31,,0,94,40,6,,Antonio Cromartie,95,42,45,,45,,6,90,,"{'id': 17, 'abbreviation': 'CB', 'external_id': 16, 'base_position': 13, 'name': 'Corner Back'}",17,"{""17"": 95, ""18"": 87, ""19"": 88}",31,91,"{'id': 102, 'external_image_name': '86,1001001', 'external_id': 1001, 'game': 8, 'description': 'Theme Diamonds', 'hex_color': '#AFBCC7', 'name': 'Theme Diamonds', 'image': 'https://cdn.muthead.com/media/20/assets/pgrm-90001001.png'}",102,70,25200,6,57,2020-02-07T15:36:50.503151Z,45,45,,45,,3,63,46,6,85,94,74,93,"[{'value': '6\' 2""', 'label': 'HT'}, {'value': 94, 'label': 'SPD'}, {'value': 93, 'label': 'ACC'}, {'value': 95, 'label': 'AGI'}, {'value': 95, 'label': 'JMP'}, {'value': 90, 'label': 'PRC'}, {'value': 94, 'label': 'MCV'}, {'value': 92, 'label': 'ZCV'}, {'value': 91, 'label': 'PRS'}]",1,53,70,,65,"{'id': 8, 'external_id': 8, 'short_name': 'Chargers', 'hex_color': '#0090ce', 'abbreviation': 'LAC', 'name': 'Los Angeles Chargers'}",8,40,30,13,6,4,77,,False,False,,,,,True,1.0,,1.0,3.0,,,,,False,,,False,False,False,58,,/20/players/50150/,210,92
271,90,24,90,20,20,97,29,86,10,12,True,True,33,27,48,,10,10,22,50505,17537,99,Joey,8,True,False,77,90,10545,https://cdn.muthead.com/media/20/assets/serm-00050505.png,95,2020-02-07T15:36:50.499507Z,,92,True,False,False,True,True,97,23,81,10,16,17,Bosa,,10,,0,25,10,10,,Joey Bosa,97,35,34,,35,,10,97,,"{'id': 11, 'abbreviation': 'LE', 'external_id': 10, 'base_position': 9, 'name': 'Left End'}",11,"{""11"": 97, ""12"": 97, ""13"": 90, ""14"": 95, ""16"": 95}",95,21,"{'id': 87, 'external_image_name': '86,1000015', 'external_id': 15, 'game': 8, 'description': 'Master ', 'hex_color': '#141414', 'name': 'Master', 'image': 'https://cdn.muthead.com/media/20/assets/pgrm-00000015.png'}",87,91,48300,6,10,2020-02-07T15:36:50.499517Z,35,35,,34,,3,60,10,10,30,84,18,87,"[{'value': '6\' 5""', 'label': 'HT'}, {'value': 84, 'label': 'SPD'}, {'value': 90, 'label': 'ACC'}, {'value': 90, 'label': 'STR'}, {'value': 85, 'label': 'TAK'}, {'value': 97, 'label': 'PRC'}, {'value': 86, 'label': 'BKS'}, {'value': 95, 'label': 'PWM'}, {'value': 99, 'label': 'FNM'}]",1,33,90,,85,"{'id': 8, 'external_id': 8, 'short_name': 'Chargers', 'hex_color': '#0090ce', 'abbreviation': 'LAC', 'name': 'Los Angeles Chargers'}",8,10,19,10,10,4,85,,False,,,,,,True,,,1.0,,,,,,True,,,True,True,True,26,,/20/players/50505/,280,36
272,64,49,60,4,4,85,48,19,42,36,True,True,50,15,25,,15,85,34,52158,11314,10,Troy,8,True,False,76,12,8844,https://cdn.muthead.com/media/20/assets/lgnd-00052158.png,20,2019-09-28T14:36:34.280224Z,,84,True,False,False,True,True,8,40,57,18,15,10,Aikman,,20,,0,10,15,86,,Troy Aikman,87,12,20,,20,,82,14,,"{'id': 1, 'abbreviation': 'QB', 'external_id': 0, 'base_position': 1, 'name': 'Quarterback'}",1,"{""1"": 87}",10,10,"{'id': 92, 'external_image_name': '86,1000009', 'external_id': 9, 'game': 8, 'description': 'Legends', 'hex_color': '#0054AB', 'name': 'Legends', 'image': 'https://cdn.muthead.com/media/20/assets/swap-81-3000000.png'}",92,22,1860,6,15,2019-09-28T14:36:34.280245Z,15,20,,20,,14,32,15,84,15,63,29,86,"[{'value': '6\' 4""', 'label': 'HT'}, {'value': 63, 'label': 'SPD'}, {'value': 86, 'label': 'THP'}, {'value': 84, 'label': 'TAS'}, {'value': 86, 'label': 'TAM'}, {'value': 85, 'label': 'TAD'}, {'value': 84, 'label': 'TUP'}, {'value': 74, 'label': 'TOR'}, {'value': 82, 'label': 'PAC'}]",1,35,57,,15,"{'id': 11, 'external_id': 11, 'short_name': 'Cowboys', 'hex_color': '#18448c', 'abbreviation': 'DAL', 'name': 'Dallas Cowboys'}",11,95,86,84,74,4,97,,,True,,,,2.0,,,,1.0,,,,,3.0,,True,True,,,,21,,/20/players/52158/,220,21
273,81,28,65,11,11,92,10,17,10,10,True,True,30,10,22,,10,10,10,53109,12348,10,Zack,8,True,False,76,10,10374,https://cdn.muthead.com/media/20/assets/toty-00053109.png,92,2020-01-14T15:36:46.377281Z,,96,True,False,False,True,True,70,10,73,10,10,10,Martin,,93,,0,10,10,10,,Zack Martin,96,94,93,,95,,10,21,,"{'id': 9, 'abbreviation': 'RG', 'external_id': 8, 'base_position': 7, 'name': 'Right Guard'}",9,"{""6"": 91, ""7"": 93, ""8"": 92, ""9"": 96, ""10"": 93}",10,10,"{'id': 125, 'external_image_name': '86,1001006', 'external_id': 1006, 'game': 8, 'description': 'Team of the Year', 'hex_color': '#E4C600', 'name': 'Team of the Year', 'image': 'https://cdn.muthead.com/media/20/assets/pgrm-00006001.png'}",125,38,34900,6,10,2020-01-14T15:36:46.377291Z,96,94,,96,,5,37,10,10,10,70,10,93,"[{'value': '6\' 4""', 'label': 'HT'}, {'value': 93, 'label': 'STR'}, {'value': 92, 'label': 'AWR'}, {'value': 94, 'label': 'PBK'}, {'value': 95, 'label': 'PBP'}, {'value': 93, 'label': 'PBF'}, {'value': 96, 'label': 'RBK'}, {'value': 96, 'label': 'RBP'}, {'value': 94, 'label': 'RBF'}]",1,10,93,,18,"{'id': 11, 'external_id': 11, 'short_name': 'Cowboys', 'hex_color': '#18448c', 'abbreviation': 'DAL', 'name': 'Dallas Cowboys'}",11,10,20,10,10,4,96,,,,,,,,True,,,2.0,,,,,,,,,,,,14,,/20/players/53109/,310,10
274,81,30,73,32,32,85,45,76,20,74,True,True,45,22,43,,5,5,74,52151,20012,87,Kevin,8,True,False,75,84,8799,https://cdn.muthead.com/media/20/assets/lgnd-00052151.png,81,2019-09-21T14:36:43.516497Z,,83,True,False,False,True,True,91,24,70,8,5,10,Greene,,25,,0,47,0,5,,Kevin Greene,87,45,25,,25,,5,85,,"{'id': 14, 'abbreviation': 'LOLB', 'external_id': 13, 'base_position': 11, 'name': 'Left Outside Linebacker'}",14,"{""11"": 83, ""12"": 83, ""14"": 87, ""15"": 80, ""16"": 87}",82,30,"{'id': 92, 'external_image_name': '86,1000009', 'external_id': 9, 'game': 8, 'description': 'Legends', 'hex_color': '#0054AB', 'name': 'Legends', 'image': 'https://cdn.muthead.com/media/20/assets/swap-81-3000000.png'}",92,86,1860,6,12,2019-09-21T14:36:43.516516Z,45,25,,25,,3,28,5,5,29,79,21,85,"[{'value': '6\' 3""', 'label': 'HT'}, {'value': 79, 'label': 'SPD'}, {'value': 81, 'label': 'ACC'}, {'value': 82, 'label': 'STR'}, {'value': 83, 'label': 'TAK'}, {'value': 85, 'label': 'PRC'}, {'value': 76, 'label': 'BKS'}, {'value': 82, 'label': 'PWM'}, {'value': 87, 'label': 'FNM'}]",1,41,82,,83,"{'id': 24, 'external_id': 24, 'short_name': 'Rams', 'hex_color': '#13264b', 'abbreviation': 'LAR', 'name': 'Los Angeles Rams'}",24,5,8,15,5,4,90,,True,False,,,,,True,,,1.0,2.0,,,,,True,,,True,False,True,25,,/20/players/52151/,239,51
275,82,30,74,29,29,89,10,77,10,15,False,False,52,12,50,,10,10,30,50027,11555,55,Demario,8,True,False,74,83,5882,https://cdn.muthead.com/media/20/assets/buil-00050027.png,78,2019-07-22T21:55:54.694474Z,,84,True,False,False,True,True,56,15,80,10,16,11,Davis,,14,,0,62,10,10,,Demario Davis,86,35,35,,35,,10,89,,"{'id': 16, 'abbreviation': 'ROLB', 'external_id': 15, 'base_position': 11, 'name': 'Right Outside Linebacker'}",16,"{""11"": 76, ""12"": 76, ""14"": 79, ""15"": 82, ""16"": 86}",48,32,"{'id': 74, 'external_image_name': '86,1001000', 'external_id': 1000, 'game': 8, 'description': 'Theme Builders', 'hex_color': '#AFABC1', 'name': 'Theme Builders', 'image': 'https://cdn.muthead.com/media/20/assets/pgrm-00001000.png'}",74,84,670,6,10,2019-07-22T21:55:54.694521Z,35,35,,35,,15,22,10,10,12,79,10,78,"[{'value': '6\' 2""', 'label': 'HT'}, {'value': 79, 'label': 'SPD'}, {'value': 82, 'label': 'ACC'}, {'value': 78, 'label': 'STR'}, {'value': 81, 'label': 'TAK'}, {'value': 89, 'label': 'PRC'}, {'value': 77, 'label': 'BKS'}, {'value': 48, 'label': 'PWM'}, {'value': 55, 'label': 'FNM'}]",1,35,78,,81,"{'id': 27, 'external_id': 27, 'short_name': 'Saints', 'hex_color': '#d2b887', 'abbreviation': 'NO', 'name': 'New Orleans Saints'}",27,10,16,10,10,4,72,,True,False,,,,,True,1.0,,1.0,,,,,,False,,,False,False,False,35,,/20/players/50027/,248,67
276,85,34,84,30,30,88,82,25,12,84,True,True,81,49,56,,42,10,78,50717,27899,10,Adrian,8,True,False,73,10,8792,https://cdn.muthead.com/media/20/assets/vets-00050717.png,23,2019-09-20T14:36:44.446688Z,,75,True,False,False,True,True,26,84,84,16,15,39,Peterson,,25,,0,10,50,20,,Adrian Peterson,86,41,19,,25,,10,18,,"{'id': 2, 'abbreviation': 'HB', 'external_id': 1, 'base_position': 2, 'name': 'Half Back'}",2,"{""2"": 86, ""3"": 71, ""4"": 64}",10,10,"{'id': 100, 'external_image_name': '86,1000034', 'external_id': 34, 'game': 8, 'description': 'Veterans', 'hex_color': '#052C11', 'name': 'Veterans', 'image': 'https://cdn.muthead.com/media/20/assets/pgrm-00000034.png'}",100,30,1340,6,53,2019-09-20T14:36:44.446706Z,37,16,,16,,1,34,57,25,38,85,73,84,"[{'value': '6\' 1""', 'label': 'HT'}, {'value': 85, 'label': 'SPD'}, {'value': 85, 'label': 'ACC'}, {'value': 84, 'label': 'AGI'}, {'value': 81, 'label': 'CAR'}, {'value': 56, 'label': 'CTH'}, {'value': 78, 'label': 'ELU'}, {'value': 83, 'label': 'TRK'}, {'value': 84, 'label': 'BTK'}]",1,84,74,,32,"{'id': 26, 'external_id': 26, 'short_name': 'Redskins', 'hex_color': '#853649', 'abbreviation': 'WAS', 'name': 'Washington Redskins'}",26,25,26,10,10,4,98,False,,False,4.0,False,True,,True,,False,1.0,,False,,False,,,,,,,,83,,/20/players/50717/,220,10
277,87,23,80,34,34,80,40,82,21,24,True,True,47,47,43,,10,20,31,99951824,20413,74,Chase,8,False,False,75,86,9617,https://cdn.muthead.com/media/20/assets/bltz-00051824.png,91,2019-12-13T16:37:36.614479Z,,85,True,False,False,True,True,50,39,74,10,11,38,Winovich,,14,,0,24,14,23,,Chase Winovich,87,35,35,,35,,19,80,,"{'id': 12, 'abbreviation': 'RE', 'external_id': 11, 'base_position': 9, 'name': 'Right End'}",12,"{""11"": 87, ""12"": 87, ""13"": 79, ""14"": 86, ""16"": 86}",84,22,"{'id': 108, 'external_image_name': '86,1000109', 'external_id': 109, 'game': 8, 'description': 'Series Redux', 'hex_color': '#FE9FB4', 'name': 'Series Redux', 'image': 'https://cdn.muthead.com/media/20/assets/pgrm-00000109.png'}",108,89,1860,6,24,2019-12-13T16:37:36.614489Z,35,35,,35,,1,34,18,25,46,83,33,84,"[{'value': '6\' 3""', 'label': 'HT'}, {'value': 83, 'label': 'SPD'}, {'value': 87, 'label': 'ACC'}, {'value': 75, 'label': 'STR'}, {'value': 88, 'label': 'TAK'}, {'value': 80, 'label': 'PRC'}, {'value': 82, 'label': 'BKS'}, {'value': 84, 'label': 'PWM'}, {'value': 74, 'label': 'FNM'}]",1,34,75,,88,"{'id': 22, 'external_id': 22, 'short_name': 'Patriots', 'hex_color': '#0d254c', 'abbreviation': 'NE', 'name': 'New England Patriots'}",22,20,42,18,24,4,95,,False,,,,,,True,,,1.0,,,,,,False,,,True,False,False,37,,/20/players/99951824/,255,31
278,85,28,85,1,1,84,56,44,10,57,True,True,52,48,66,,10,10,67,10111436,11436,34,Stephon,8,True,False,73,58,5755,https://cdn.muthead.com/media/20/assets/core-10111436.png,46,2019-07-22T21:55:29.883200Z,,85,True,False,False,True,True,24,65,81,15,20,60,Gilmore,,10,,0,87,10,10,,Stephon Gilmore,86,25,25,,25,,10,84,,"{'id': 17, 'abbreviation': 'CB', 'external_id': 16, 'base_position': 13, 'name': 'Corner Back'}",17,"{""17"": 86, ""18"": 78, ""19"": 78}",50,84,"{'id': 71, 'external_image_name': '86,1000004', 'external_id': 4, 'game': 8, 'description': 'Core Set Elite', 'hex_color': '#C00000', 'name': 'Core Elite', 'image': 'https://cdn.muthead.com/media/20/assets/swap-86-1000004.png'}",71,64,1340,6,10,2019-07-22T21:55:29.883248Z,25,25,,25,,1,28,10,10,60,82,35,87,"[{'value': '6\' 1""', 'label': 'HT'}, {'value': 82, 'label': 'SPD'}, {'value': 85, 'label': 'ACC'}, {'value': 85, 'label': 'AGI'}, {'value': 81, 'label': 'JMP'}, {'value': 84, 'label': 'PRC'}, {'value': 87, 'label': 'MCV'}, {'value': 79, 'label': 'ZCV'}, {'value': 84, 'label': 'PRS'}]",1,20,53,,51,"{'id': 22, 'external_id': 22, 'short_name': 'Patriots', 'hex_color': '#0d254c', 'abbreviation': 'NE', 'name': 'New England Patriots'}",22,10,13,10,10,4,72,,False,True,,,,,True,1.0,,1.0,3.0,,,,,False,,,False,False,False,12,,/20/players/10111436/,202,79
279,90,22,87,26,26,73,77,10,10,68,True,True,81,71,68,,56,10,81,56247,13268,10,Nyheim,8,False,False,69,10,9951,https://cdn.muthead.com/media/20/assets/totw-00056247.png,23,2020-01-07T19:21:34.854915Z,,85,True,False,False,True,True,21,88,82,10,10,84,Hines,,22,,0,10,60,10,,Nyheim Hines,86,59,27,,24,,10,10,,"{'id': 2, 'abbreviation': 'HB', 'external_id': 1, 'base_position': 2, 'name': 'Half Back'}",2,"{""2"": 86, ""3"": 68, ""4"": 71}",10,10,"{'id': 105, 'external_image_name': '86,1001005', 'external_id': 1005, 'game': 8, 'description': 'Team of the Week', 'hex_color': '#8AFF56', 'name': 'Team of the Week', 'image': 'https://cdn.muthead.com/media/20/assets/pgrm-00001005.png'}",105,23,1340,6,50,2020-01-07T19:21:34.854925Z,22,16,,16,,6,38,64,10,66,90,85,85,"[{'value': '5\' 9""', 'label': 'HT'}, {'value': 90, 'label': 'SPD'}, {'value': 90, 'label': 'ACC'}, {'value': 87, 'label': 'AGI'}, {'value': 81, 'label': 'CAR'}, {'value': 68, 'label': 'CTH'}, {'value': 81, 'label': 'ELU'}, {'value': 44, 'label': 'TRK'}, {'value': 68, 'label': 'BTK'}]",1,74,59,,17,"{'id': 10, 'external_id': 10, 'short_name': 'Colts', 'hex_color': '#003b7b', 'abbreviation': 'IND', 'name': 'Indianapolis Colts'}",10,10,16,10,10,4,79,False,,False,5.0,False,False,,True,,False,1.0,,False,,False,,,,,,,,44,,/20/players/56247/,198,10
280,80,56,63,9,9,88,15,86,20,20,True,True,40,14,35,,10,6,20,52138,2911,79,Howie,8,True,False,77,82,8737,https://cdn.muthead.com/media/20/assets/lgnd-00052138.png,86,2019-09-14T14:36:41.794007Z,,83,True,False,False,True,True,75,10,73,10,10,10,Long,,25,,0,14,0,6,,Howie Long,87,45,25,,25,,6,88,,"{'id': 12, 'abbreviation': 'RE', 'external_id': 11, 'base_position': 9, 'name': 'Right End'}",12,"{""11"": 86, ""12"": 87, ""13"": 80, ""14"": 85, ""16"": 85}",85,12,"{'id': 92, 'external_image_name': '86,1000009', 'external_id': 9, 'game': 8, 'description': 'Legends', 'hex_color': '#0054AB', 'name': 'Legends', 'image': 'https://cdn.muthead.com/media/20/assets/swap-81-3000000.png'}",92,86,1860,6,12,2019-09-14T14:36:41.794028Z,45,25,,25,,3,30,10,6,17,74,10,85,"[{'value': '6\' 5""', 'label': 'HT'}, {'value': 74, 'label': 'SPD'}, {'value': 80, 'label': 'ACC'}, {'value': 85, 'label': 'STR'}, {'value': 82, 'label': 'TAK'}, {'value': 88, 'label': 'PRC'}, {'value': 86, 'label': 'BKS'}, {'value': 85, 'label': 'PWM'}, {'value': 79, 'label': 'FNM'}]",1,25,85,,82,"{'id': 23, 'external_id': 23, 'short_name': 'Raiders', 'hex_color': '#c4c8cb', 'abbreviation': 'OAK', 'name': 'Oakland Raiders'}",23,19,20,20,6,4,88,,False,,,,,,True,,,1.0,,,,,,False,,,True,False,False,40,,/20/players/52138/,270,25
